DATE_KEY,FULL_DATE,YEAR,QUARTER,QUARTER_NAME,MONTH_NUMBER,MONTH_NAME,MONTH_SHORT_NAME,WEEK_OF_YEAR,DAY_OF_MONTH,DAY_OF_WEEK_NUMBER,DAY_NAME,IS_WEEKEND
20071124,2007-11-24,2007,4,Q4,11,November,Nov,47,24,6,24A7,TRUE
20071125,2007-11-25,2007,4,Q4,11,November,Nov,47,25,0,25A7,TRUE
20071126,2007-11-26,2007,4,Q4,11,November,Nov,48,26,1,26A7,FALSE
20071127,2007-11-27,2007,4,Q4,11,November,Nov,48,27,2,27A7,FALSE
20071128,2007-11-28,2007,4,Q4,11,November,Nov,48,28,3,28A7,FALSE
20071129,2007-11-29,2007,4,Q4,11,November,Nov,48,29,4,29A7,FALSE
20071130,2007-11-30,2007,4,Q4,11,November,Nov,48,30,5,30A7,FALSE
20071201,2007-12-01,2007,4,Q4,12,December,Dec,48,1,6,1A7,TRUE
20071202,2007-12-02,2007,4,Q4,12,December,Dec,48,2,0,2A7,TRUE
20071203,2007-12-03,2007,4,Q4,12,December,Dec,49,3,1,3A7,FALSE
20071204,2007-12-04,2007,4,Q4,12,December,Dec,49,4,2,4A7,FALSE
20071205,2007-12-05,2007,4,Q4,12,December,Dec,49,5,3,5A7,FALSE
20071206,2007-12-06,2007,4,Q4,12,December,Dec,49,6,4,6A7,FALSE
20071207,2007-12-07,2007,4,Q4,12,December,Dec,49,7,5,7A7,FALSE
20071208,2007-12-08,2007,4,Q4,12,December,Dec,49,8,6,8A7,TRUE
20071209,2007-12-09,2007,4,Q4,12,December,Dec,49,9,0,9A7,TRUE
20071210,2007-12-10,2007,4,Q4,12,December,Dec,50,10,1,10A7,FALSE
20071211,2007-12-11,2007,4,Q4,12,December,Dec,50,11,2,11A7,FALSE
20071212,2007-12-12,2007,4,Q4,12,December,Dec,50,12,3,12A7,FALSE
20071213,2007-12-13,2007,4,Q4,12,December,Dec,50,13,4,13A7,FALSE
20071214,2007-12-14,2007,4,Q4,12,December,Dec,50,14,5,14A7,FALSE
20071215,2007-12-15,2007,4,Q4,12,December,Dec,50,15,6,15A7,TRUE
20071216,2007-12-16,2007,4,Q4,12,December,Dec,50,16,0,16A7,TRUE
20071217,2007-12-17,2007,4,Q4,12,December,Dec,51,17,1,17A7,FALSE
20071218,2007-12-18,2007,4,Q4,12,December,Dec,51,18,2,18A7,FALSE
20071219,2007-12-19,2007,4,Q4,12,December,Dec,51,19,3,19A7,FALSE
20071220,2007-12-20,2007,4,Q4,12,December,Dec,51,20,4,20A7,FALSE
20071221,2007-12-21,2007,4,Q4,12,December,Dec,51,21,5,21A7,FALSE
20071222,2007-12-22,2007,4,Q4,12,December,Dec,51,22,6,22A7,TRUE
20071223,2007-12-23,2007,4,Q4,12,December,Dec,51,23,0,23A7,TRUE
20071224,2007-12-24,2007,4,Q4,12,December,Dec,52,24,1,24A7,FALSE
20071225,2007-12-25,2007,4,Q4,12,December,Dec,52,25,2,25A7,FALSE
20071226,2007-12-26,2007,4,Q4,12,December,Dec,52,26,3,26A7,FALSE
20071227,2007-12-27,2007,4,Q4,12,December,Dec,52,27,4,27A7,FALSE
20071228,2007-12-28,2007,4,Q4,12,December,Dec,52,28,5,28A7,FALSE
20071229,2007-12-29,2007,4,Q4,12,December,Dec,52,29,6,29A7,TRUE
20071230,2007-12-30,2007,4,Q4,12,December,Dec,52,30,0,30A7,TRUE
20071231,2007-12-31,2007,4,Q4,12,December,Dec,1,31,1,31A7,FALSE
20080101,2008-01-01,2008,1,Q1,1,January,Jan,1,1,2,1A8,FALSE
20080102,2008-01-02,2008,1,Q1,1,January,Jan,1,2,3,2A8,FALSE
20080103,2008-01-03,2008,1,Q1,1,January,Jan,1,3,4,3A8,FALSE
20080104,2008-01-04,2008,1,Q1,1,January,Jan,1,4,5,4A8,FALSE
20080105,2008-01-05,2008,1,Q1,1,January,Jan,1,5,6,5A8,TRUE
20080106,2008-01-06,2008,1,Q1,1,January,Jan,1,6,0,6A8,TRUE
20080107,2008-01-07,2008,1,Q1,1,January,Jan,2,7,1,7A8,FALSE
20080108,2008-01-08,2008,1,Q1,1,January,Jan,2,8,2,8A8,FALSE
20080109,2008-01-09,2008,1,Q1,1,January,Jan,2,9,3,9A8,FALSE
20080110,2008-01-10,2008,1,Q1,1,January,Jan,2,10,4,10A8,FALSE
20080111,2008-01-11,2008,1,Q1,1,January,Jan,2,11,5,11A8,FALSE
20080112,2008-01-12,2008,1,Q1,1,January,Jan,2,12,6,12A8,TRUE
20080113,2008-01-13,2008,1,Q1,1,January,Jan,2,13,0,13A8,TRUE
20080114,2008-01-14,2008,1,Q1,1,January,Jan,3,14,1,14A8,FALSE
20080115,2008-01-15,2008,1,Q1,1,January,Jan,3,15,2,15A8,FALSE
20080116,2008-01-16,2008,1,Q1,1,January,Jan,3,16,3,16A8,FALSE
20080117,2008-01-17,2008,1,Q1,1,January,Jan,3,17,4,17A8,FALSE
20080118,2008-01-18,2008,1,Q1,1,January,Jan,3,18,5,18A8,FALSE
20080119,2008-01-19,2008,1,Q1,1,January,Jan,3,19,6,19A8,TRUE
20080120,2008-01-20,2008,1,Q1,1,January,Jan,3,20,0,20A8,TRUE
20080121,2008-01-21,2008,1,Q1,1,January,Jan,4,21,1,21A8,FALSE
20080122,2008-01-22,2008,1,Q1,1,January,Jan,4,22,2,22A8,FALSE
20080123,2008-01-23,2008,1,Q1,1,January,Jan,4,23,3,23A8,FALSE
20080124,2008-01-24,2008,1,Q1,1,January,Jan,4,24,4,24A8,FALSE
20080125,2008-01-25,2008,1,Q1,1,January,Jan,4,25,5,25A8,FALSE
20080126,2008-01-26,2008,1,Q1,1,January,Jan,4,26,6,26A8,TRUE
20080127,2008-01-27,2008,1,Q1,1,January,Jan,4,27,0,27A8,TRUE
20080128,2008-01-28,2008,1,Q1,1,January,Jan,5,28,1,28A8,FALSE
20080129,2008-01-29,2008,1,Q1,1,January,Jan,5,29,2,29A8,FALSE
20080130,2008-01-30,2008,1,Q1,1,January,Jan,5,30,3,30A8,FALSE
20080131,2008-01-31,2008,1,Q1,1,January,Jan,5,31,4,31A8,FALSE
20080201,2008-02-01,2008,1,Q1,2,February,Feb,5,1,5,1A8,FALSE
20080202,2008-02-02,2008,1,Q1,2,February,Feb,5,2,6,2A8,TRUE
20080203,2008-02-03,2008,1,Q1,2,February,Feb,5,3,0,3A8,TRUE
20080204,2008-02-04,2008,1,Q1,2,February,Feb,6,4,1,4A8,FALSE
20080205,2008-02-05,2008,1,Q1,2,February,Feb,6,5,2,5A8,FALSE
20080206,2008-02-06,2008,1,Q1,2,February,Feb,6,6,3,6A8,FALSE
20080207,2008-02-07,2008,1,Q1,2,February,Feb,6,7,4,7A8,FALSE
20080208,2008-02-08,2008,1,Q1,2,February,Feb,6,8,5,8A8,FALSE
20080209,2008-02-09,2008,1,Q1,2,February,Feb,6,9,6,9A8,TRUE
20080210,2008-02-10,2008,1,Q1,2,February,Feb,6,10,0,10A8,TRUE
20080211,2008-02-11,2008,1,Q1,2,February,Feb,7,11,1,11A8,FALSE
20080212,2008-02-12,2008,1,Q1,2,February,Feb,7,12,2,12A8,FALSE
20080213,2008-02-13,2008,1,Q1,2,February,Feb,7,13,3,13A8,FALSE
20080214,2008-02-14,2008,1,Q1,2,February,Feb,7,14,4,14A8,FALSE
20080215,2008-02-15,2008,1,Q1,2,February,Feb,7,15,5,15A8,FALSE
20080216,2008-02-16,2008,1,Q1,2,February,Feb,7,16,6,16A8,TRUE
20080217,2008-02-17,2008,1,Q1,2,February,Feb,7,17,0,17A8,TRUE
20080218,2008-02-18,2008,1,Q1,2,February,Feb,8,18,1,18A8,FALSE
20080219,2008-02-19,2008,1,Q1,2,February,Feb,8,19,2,19A8,FALSE
20080220,2008-02-20,2008,1,Q1,2,February,Feb,8,20,3,20A8,FALSE
20080221,2008-02-21,2008,1,Q1,2,February,Feb,8,21,4,21A8,FALSE
20080222,2008-02-22,2008,1,Q1,2,February,Feb,8,22,5,22A8,FALSE
20080223,2008-02-23,2008,1,Q1,2,February,Feb,8,23,6,23A8,TRUE
20080224,2008-02-24,2008,1,Q1,2,February,Feb,8,24,0,24A8,TRUE
20080225,2008-02-25,2008,1,Q1,2,February,Feb,9,25,1,25A8,FALSE
20080226,2008-02-26,2008,1,Q1,2,February,Feb,9,26,2,26A8,FALSE
20080227,2008-02-27,2008,1,Q1,2,February,Feb,9,27,3,27A8,FALSE
20080228,2008-02-28,2008,1,Q1,2,February,Feb,9,28,4,28A8,FALSE
20080229,2008-02-29,2008,1,Q1,2,February,Feb,9,29,5,29A8,FALSE
20080301,2008-03-01,2008,1,Q1,3,March,Mar,9,1,6,1A8,TRUE
20080302,2008-03-02,2008,1,Q1,3,March,Mar,9,2,0,2A8,TRUE
20080303,2008-03-03,2008,1,Q1,3,March,Mar,10,3,1,3A8,FALSE
20080304,2008-03-04,2008,1,Q1,3,March,Mar,10,4,2,4A8,FALSE
20080305,2008-03-05,2008,1,Q1,3,March,Mar,10,5,3,5A8,FALSE
20080306,2008-03-06,2008,1,Q1,3,March,Mar,10,6,4,6A8,FALSE
20080307,2008-03-07,2008,1,Q1,3,March,Mar,10,7,5,7A8,FALSE
20080308,2008-03-08,2008,1,Q1,3,March,Mar,10,8,6,8A8,TRUE
20080309,2008-03-09,2008,1,Q1,3,March,Mar,10,9,0,9A8,TRUE
20080310,2008-03-10,2008,1,Q1,3,March,Mar,11,10,1,10A8,FALSE
20080311,2008-03-11,2008,1,Q1,3,March,Mar,11,11,2,11A8,FALSE
20080312,2008-03-12,2008,1,Q1,3,March,Mar,11,12,3,12A8,FALSE
20080313,2008-03-13,2008,1,Q1,3,March,Mar,11,13,4,13A8,FALSE
20080314,2008-03-14,2008,1,Q1,3,March,Mar,11,14,5,14A8,FALSE
20080315,2008-03-15,2008,1,Q1,3,March,Mar,11,15,6,15A8,TRUE
20080316,2008-03-16,2008,1,Q1,3,March,Mar,11,16,0,16A8,TRUE
20080317,2008-03-17,2008,1,Q1,3,March,Mar,12,17,1,17A8,FALSE
20080318,2008-03-18,2008,1,Q1,3,March,Mar,12,18,2,18A8,FALSE
20080319,2008-03-19,2008,1,Q1,3,March,Mar,12,19,3,19A8,FALSE
20080320,2008-03-20,2008,1,Q1,3,March,Mar,12,20,4,20A8,FALSE
20080321,2008-03-21,2008,1,Q1,3,March,Mar,12,21,5,21A8,FALSE
20080322,2008-03-22,2008,1,Q1,3,March,Mar,12,22,6,22A8,TRUE
20080323,2008-03-23,2008,1,Q1,3,March,Mar,12,23,0,23A8,TRUE
20080324,2008-03-24,2008,1,Q1,3,March,Mar,13,24,1,24A8,FALSE
20080325,2008-03-25,2008,1,Q1,3,March,Mar,13,25,2,25A8,FALSE
20080326,2008-03-26,2008,1,Q1,3,March,Mar,13,26,3,26A8,FALSE
20080327,2008-03-27,2008,1,Q1,3,March,Mar,13,27,4,27A8,FALSE
20080328,2008-03-28,2008,1,Q1,3,March,Mar,13,28,5,28A8,FALSE
20080329,2008-03-29,2008,1,Q1,3,March,Mar,13,29,6,29A8,TRUE
20080330,2008-03-30,2008,1,Q1,3,March,Mar,13,30,0,30A8,TRUE
20080331,2008-03-31,2008,1,Q1,3,March,Mar,14,31,1,31A8,FALSE
20080401,2008-04-01,2008,2,Q2,4,April,Apr,14,1,2,1A8,FALSE
20080402,2008-04-02,2008,2,Q2,4,April,Apr,14,2,3,2A8,FALSE
20080403,2008-04-03,2008,2,Q2,4,April,Apr,14,3,4,3A8,FALSE
20080404,2008-04-04,2008,2,Q2,4,April,Apr,14,4,5,4A8,FALSE
20080405,2008-04-05,2008,2,Q2,4,April,Apr,14,5,6,5A8,TRUE
20080406,2008-04-06,2008,2,Q2,4,April,Apr,14,6,0,6A8,TRUE
20080407,2008-04-07,2008,2,Q2,4,April,Apr,15,7,1,7A8,FALSE
20080408,2008-04-08,2008,2,Q2,4,April,Apr,15,8,2,8A8,FALSE
20080409,2008-04-09,2008,2,Q2,4,April,Apr,15,9,3,9A8,FALSE
20080410,2008-04-10,2008,2,Q2,4,April,Apr,15,10,4,10A8,FALSE
20080411,2008-04-11,2008,2,Q2,4,April,Apr,15,11,5,11A8,FALSE
20080412,2008-04-12,2008,2,Q2,4,April,Apr,15,12,6,12A8,TRUE
20080413,2008-04-13,2008,2,Q2,4,April,Apr,15,13,0,13A8,TRUE
20080414,2008-04-14,2008,2,Q2,4,April,Apr,16,14,1,14A8,FALSE
20080415,2008-04-15,2008,2,Q2,4,April,Apr,16,15,2,15A8,FALSE
20080416,2008-04-16,2008,2,Q2,4,April,Apr,16,16,3,16A8,FALSE
20080417,2008-04-17,2008,2,Q2,4,April,Apr,16,17,4,17A8,FALSE
20080418,2008-04-18,2008,2,Q2,4,April,Apr,16,18,5,18A8,FALSE
20080419,2008-04-19,2008,2,Q2,4,April,Apr,16,19,6,19A8,TRUE
20080420,2008-04-20,2008,2,Q2,4,April,Apr,16,20,0,20A8,TRUE
20080421,2008-04-21,2008,2,Q2,4,April,Apr,17,21,1,21A8,FALSE
20080422,2008-04-22,2008,2,Q2,4,April,Apr,17,22,2,22A8,FALSE
20080423,2008-04-23,2008,2,Q2,4,April,Apr,17,23,3,23A8,FALSE
20080424,2008-04-24,2008,2,Q2,4,April,Apr,17,24,4,24A8,FALSE
20080425,2008-04-25,2008,2,Q2,4,April,Apr,17,25,5,25A8,FALSE
20080426,2008-04-26,2008,2,Q2,4,April,Apr,17,26,6,26A8,TRUE
20080427,2008-04-27,2008,2,Q2,4,April,Apr,17,27,0,27A8,TRUE
20080428,2008-04-28,2008,2,Q2,4,April,Apr,18,28,1,28A8,FALSE
20080429,2008-04-29,2008,2,Q2,4,April,Apr,18,29,2,29A8,FALSE
20080430,2008-04-30,2008,2,Q2,4,April,Apr,18,30,3,30A8,FALSE
20080501,2008-05-01,2008,2,Q2,5,May,May,18,1,4,1A8,FALSE
20080502,2008-05-02,2008,2,Q2,5,May,May,18,2,5,2A8,FALSE
20080503,2008-05-03,2008,2,Q2,5,May,May,18,3,6,3A8,TRUE
20080504,2008-05-04,2008,2,Q2,5,May,May,18,4,0,4A8,TRUE
20080505,2008-05-05,2008,2,Q2,5,May,May,19,5,1,5A8,FALSE
20080506,2008-05-06,2008,2,Q2,5,May,May,19,6,2,6A8,FALSE
20080507,2008-05-07,2008,2,Q2,5,May,May,19,7,3,7A8,FALSE
20080508,2008-05-08,2008,2,Q2,5,May,May,19,8,4,8A8,FALSE
20080509,2008-05-09,2008,2,Q2,5,May,May,19,9,5,9A8,FALSE
20080510,2008-05-10,2008,2,Q2,5,May,May,19,10,6,10A8,TRUE
20080511,2008-05-11,2008,2,Q2,5,May,May,19,11,0,11A8,TRUE
20080512,2008-05-12,2008,2,Q2,5,May,May,20,12,1,12A8,FALSE
20080513,2008-05-13,2008,2,Q2,5,May,May,20,13,2,13A8,FALSE
20080514,2008-05-14,2008,2,Q2,5,May,May,20,14,3,14A8,FALSE
20080515,2008-05-15,2008,2,Q2,5,May,May,20,15,4,15A8,FALSE
20080516,2008-05-16,2008,2,Q2,5,May,May,20,16,5,16A8,FALSE
20080517,2008-05-17,2008,2,Q2,5,May,May,20,17,6,17A8,TRUE
20080518,2008-05-18,2008,2,Q2,5,May,May,20,18,0,18A8,TRUE
20080519,2008-05-19,2008,2,Q2,5,May,May,21,19,1,19A8,FALSE
20080520,2008-05-20,2008,2,Q2,5,May,May,21,20,2,20A8,FALSE
20080521,2008-05-21,2008,2,Q2,5,May,May,21,21,3,21A8,FALSE
20080522,2008-05-22,2008,2,Q2,5,May,May,21,22,4,22A8,FALSE
20080523,2008-05-23,2008,2,Q2,5,May,May,21,23,5,23A8,FALSE
20080524,2008-05-24,2008,2,Q2,5,May,May,21,24,6,24A8,TRUE
20080525,2008-05-25,2008,2,Q2,5,May,May,21,25,0,25A8,TRUE
20080526,2008-05-26,2008,2,Q2,5,May,May,22,26,1,26A8,FALSE
20080527,2008-05-27,2008,2,Q2,5,May,May,22,27,2,27A8,FALSE
20080528,2008-05-28,2008,2,Q2,5,May,May,22,28,3,28A8,FALSE
20080529,2008-05-29,2008,2,Q2,5,May,May,22,29,4,29A8,FALSE
20080530,2008-05-30,2008,2,Q2,5,May,May,22,30,5,30A8,FALSE
20080531,2008-05-31,2008,2,Q2,5,May,May,22,31,6,31A8,TRUE
20080601,2008-06-01,2008,2,Q2,6,June,Jun,22,1,0,1A8,TRUE
20080602,2008-06-02,2008,2,Q2,6,June,Jun,23,2,1,2A8,FALSE
20080603,2008-06-03,2008,2,Q2,6,June,Jun,23,3,2,3A8,FALSE
20080604,2008-06-04,2008,2,Q2,6,June,Jun,23,4,3,4A8,FALSE
20080605,2008-06-05,2008,2,Q2,6,June,Jun,23,5,4,5A8,FALSE
20080606,2008-06-06,2008,2,Q2,6,June,Jun,23,6,5,6A8,FALSE
20080607,2008-06-07,2008,2,Q2,6,June,Jun,23,7,6,7A8,TRUE
20080608,2008-06-08,2008,2,Q2,6,June,Jun,23,8,0,8A8,TRUE
20080609,2008-06-09,2008,2,Q2,6,June,Jun,24,9,1,9A8,FALSE
20080610,2008-06-10,2008,2,Q2,6,June,Jun,24,10,2,10A8,FALSE
20080611,2008-06-11,2008,2,Q2,6,June,Jun,24,11,3,11A8,FALSE
20080612,2008-06-12,2008,2,Q2,6,June,Jun,24,12,4,12A8,FALSE
20080613,2008-06-13,2008,2,Q2,6,June,Jun,24,13,5,13A8,FALSE
20080614,2008-06-14,2008,2,Q2,6,June,Jun,24,14,6,14A8,TRUE
20080615,2008-06-15,2008,2,Q2,6,June,Jun,24,15,0,15A8,TRUE
20080616,2008-06-16,2008,2,Q2,6,June,Jun,25,16,1,16A8,FALSE
20080617,2008-06-17,2008,2,Q2,6,June,Jun,25,17,2,17A8,FALSE
20080618,2008-06-18,2008,2,Q2,6,June,Jun,25,18,3,18A8,FALSE
20080619,2008-06-19,2008,2,Q2,6,June,Jun,25,19,4,19A8,FALSE
20080620,2008-06-20,2008,2,Q2,6,June,Jun,25,20,5,20A8,FALSE
20080621,2008-06-21,2008,2,Q2,6,June,Jun,25,21,6,21A8,TRUE
20080622,2008-06-22,2008,2,Q2,6,June,Jun,25,22,0,22A8,TRUE
20080623,2008-06-23,2008,2,Q2,6,June,Jun,26,23,1,23A8,FALSE
20080624,2008-06-24,2008,2,Q2,6,June,Jun,26,24,2,24A8,FALSE
20080625,2008-06-25,2008,2,Q2,6,June,Jun,26,25,3,25A8,FALSE
20080626,2008-06-26,2008,2,Q2,6,June,Jun,26,26,4,26A8,FALSE
20080627,2008-06-27,2008,2,Q2,6,June,Jun,26,27,5,27A8,FALSE
20080628,2008-06-28,2008,2,Q2,6,June,Jun,26,28,6,28A8,TRUE
20080629,2008-06-29,2008,2,Q2,6,June,Jun,26,29,0,29A8,TRUE
20080630,2008-06-30,2008,2,Q2,6,June,Jun,27,30,1,30A8,FALSE
20080701,2008-07-01,2008,3,Q3,7,July,Jul,27,1,2,1A8,FALSE
20080702,2008-07-02,2008,3,Q3,7,July,Jul,27,2,3,2A8,FALSE
20080703,2008-07-03,2008,3,Q3,7,July,Jul,27,3,4,3A8,FALSE
20080704,2008-07-04,2008,3,Q3,7,July,Jul,27,4,5,4A8,FALSE
20080705,2008-07-05,2008,3,Q3,7,July,Jul,27,5,6,5A8,TRUE
20080706,2008-07-06,2008,3,Q3,7,July,Jul,27,6,0,6A8,TRUE
20080707,2008-07-07,2008,3,Q3,7,July,Jul,28,7,1,7A8,FALSE
20080708,2008-07-08,2008,3,Q3,7,July,Jul,28,8,2,8A8,FALSE
20080709,2008-07-09,2008,3,Q3,7,July,Jul,28,9,3,9A8,FALSE
20080710,2008-07-10,2008,3,Q3,7,July,Jul,28,10,4,10A8,FALSE
20080711,2008-07-11,2008,3,Q3,7,July,Jul,28,11,5,11A8,FALSE
20080712,2008-07-12,2008,3,Q3,7,July,Jul,28,12,6,12A8,TRUE
20080713,2008-07-13,2008,3,Q3,7,July,Jul,28,13,0,13A8,TRUE
20080714,2008-07-14,2008,3,Q3,7,July,Jul,29,14,1,14A8,FALSE
20080715,2008-07-15,2008,3,Q3,7,July,Jul,29,15,2,15A8,FALSE
20080716,2008-07-16,2008,3,Q3,7,July,Jul,29,16,3,16A8,FALSE
20080717,2008-07-17,2008,3,Q3,7,July,Jul,29,17,4,17A8,FALSE
20080718,2008-07-18,2008,3,Q3,7,July,Jul,29,18,5,18A8,FALSE
20080719,2008-07-19,2008,3,Q3,7,July,Jul,29,19,6,19A8,TRUE
20080720,2008-07-20,2008,3,Q3,7,July,Jul,29,20,0,20A8,TRUE
20080721,2008-07-21,2008,3,Q3,7,July,Jul,30,21,1,21A8,FALSE
20080722,2008-07-22,2008,3,Q3,7,July,Jul,30,22,2,22A8,FALSE
20080723,2008-07-23,2008,3,Q3,7,July,Jul,30,23,3,23A8,FALSE
20080724,2008-07-24,2008,3,Q3,7,July,Jul,30,24,4,24A8,FALSE
20080725,2008-07-25,2008,3,Q3,7,July,Jul,30,25,5,25A8,FALSE
20080726,2008-07-26,2008,3,Q3,7,July,Jul,30,26,6,26A8,TRUE
20080727,2008-07-27,2008,3,Q3,7,July,Jul,30,27,0,27A8,TRUE
20080728,2008-07-28,2008,3,Q3,7,July,Jul,31,28,1,28A8,FALSE
20080729,2008-07-29,2008,3,Q3,7,July,Jul,31,29,2,29A8,FALSE
20080730,2008-07-30,2008,3,Q3,7,July,Jul,31,30,3,30A8,FALSE
20080731,2008-07-31,2008,3,Q3,7,July,Jul,31,31,4,31A8,FALSE
20080801,2008-08-01,2008,3,Q3,8,August,Aug,31,1,5,1A8,FALSE
20080802,2008-08-02,2008,3,Q3,8,August,Aug,31,2,6,2A8,TRUE
20080803,2008-08-03,2008,3,Q3,8,August,Aug,31,3,0,3A8,TRUE
20080804,2008-08-04,2008,3,Q3,8,August,Aug,32,4,1,4A8,FALSE
20080805,2008-08-05,2008,3,Q3,8,August,Aug,32,5,2,5A8,FALSE
20080806,2008-08-06,2008,3,Q3,8,August,Aug,32,6,3,6A8,FALSE
20080807,2008-08-07,2008,3,Q3,8,August,Aug,32,7,4,7A8,FALSE
20080808,2008-08-08,2008,3,Q3,8,August,Aug,32,8,5,8A8,FALSE
20080809,2008-08-09,2008,3,Q3,8,August,Aug,32,9,6,9A8,TRUE
20080810,2008-08-10,2008,3,Q3,8,August,Aug,32,10,0,10A8,TRUE
20080811,2008-08-11,2008,3,Q3,8,August,Aug,33,11,1,11A8,FALSE
20080812,2008-08-12,2008,3,Q3,8,August,Aug,33,12,2,12A8,FALSE
20080813,2008-08-13,2008,3,Q3,8,August,Aug,33,13,3,13A8,FALSE
20080814,2008-08-14,2008,3,Q3,8,August,Aug,33,14,4,14A8,FALSE
20080815,2008-08-15,2008,3,Q3,8,August,Aug,33,15,5,15A8,FALSE
20080816,2008-08-16,2008,3,Q3,8,August,Aug,33,16,6,16A8,TRUE
20080817,2008-08-17,2008,3,Q3,8,August,Aug,33,17,0,17A8,TRUE
20080818,2008-08-18,2008,3,Q3,8,August,Aug,34,18,1,18A8,FALSE
20080819,2008-08-19,2008,3,Q3,8,August,Aug,34,19,2,19A8,FALSE
20080820,2008-08-20,2008,3,Q3,8,August,Aug,34,20,3,20A8,FALSE
20080821,2008-08-21,2008,3,Q3,8,August,Aug,34,21,4,21A8,FALSE
20080822,2008-08-22,2008,3,Q3,8,August,Aug,34,22,5,22A8,FALSE
20080823,2008-08-23,2008,3,Q3,8,August,Aug,34,23,6,23A8,TRUE
20080824,2008-08-24,2008,3,Q3,8,August,Aug,34,24,0,24A8,TRUE
20080825,2008-08-25,2008,3,Q3,8,August,Aug,35,25,1,25A8,FALSE
20080826,2008-08-26,2008,3,Q3,8,August,Aug,35,26,2,26A8,FALSE
20080827,2008-08-27,2008,3,Q3,8,August,Aug,35,27,3,27A8,FALSE
20080828,2008-08-28,2008,3,Q3,8,August,Aug,35,28,4,28A8,FALSE
20080829,2008-08-29,2008,3,Q3,8,August,Aug,35,29,5,29A8,FALSE
20080830,2008-08-30,2008,3,Q3,8,August,Aug,35,30,6,30A8,TRUE
20080831,2008-08-31,2008,3,Q3,8,August,Aug,35,31,0,31A8,TRUE
20080901,2008-09-01,2008,3,Q3,9,September,Sep,36,1,1,1A8,FALSE
20080902,2008-09-02,2008,3,Q3,9,September,Sep,36,2,2,2A8,FALSE
20080903,2008-09-03,2008,3,Q3,9,September,Sep,36,3,3,3A8,FALSE
20080904,2008-09-04,2008,3,Q3,9,September,Sep,36,4,4,4A8,FALSE
20080905,2008-09-05,2008,3,Q3,9,September,Sep,36,5,5,5A8,FALSE
20080906,2008-09-06,2008,3,Q3,9,September,Sep,36,6,6,6A8,TRUE
20080907,2008-09-07,2008,3,Q3,9,September,Sep,36,7,0,7A8,TRUE
20080908,2008-09-08,2008,3,Q3,9,September,Sep,37,8,1,8A8,FALSE
20080909,2008-09-09,2008,3,Q3,9,September,Sep,37,9,2,9A8,FALSE
20080910,2008-09-10,2008,3,Q3,9,September,Sep,37,10,3,10A8,FALSE
20080911,2008-09-11,2008,3,Q3,9,September,Sep,37,11,4,11A8,FALSE
20080912,2008-09-12,2008,3,Q3,9,September,Sep,37,12,5,12A8,FALSE
20080913,2008-09-13,2008,3,Q3,9,September,Sep,37,13,6,13A8,TRUE
20080914,2008-09-14,2008,3,Q3,9,September,Sep,37,14,0,14A8,TRUE
20080915,2008-09-15,2008,3,Q3,9,September,Sep,38,15,1,15A8,FALSE
20080916,2008-09-16,2008,3,Q3,9,September,Sep,38,16,2,16A8,FALSE
20080917,2008-09-17,2008,3,Q3,9,September,Sep,38,17,3,17A8,FALSE
20080918,2008-09-18,2008,3,Q3,9,September,Sep,38,18,4,18A8,FALSE
20080919,2008-09-19,2008,3,Q3,9,September,Sep,38,19,5,19A8,FALSE
20080920,2008-09-20,2008,3,Q3,9,September,Sep,38,20,6,20A8,TRUE
20080921,2008-09-21,2008,3,Q3,9,September,Sep,38,21,0,21A8,TRUE
20080922,2008-09-22,2008,3,Q3,9,September,Sep,39,22,1,22A8,FALSE
20080923,2008-09-23,2008,3,Q3,9,September,Sep,39,23,2,23A8,FALSE
20080924,2008-09-24,2008,3,Q3,9,September,Sep,39,24,3,24A8,FALSE
20080925,2008-09-25,2008,3,Q3,9,September,Sep,39,25,4,25A8,FALSE
20080926,2008-09-26,2008,3,Q3,9,September,Sep,39,26,5,26A8,FALSE
20080927,2008-09-27,2008,3,Q3,9,September,Sep,39,27,6,27A8,TRUE
20080928,2008-09-28,2008,3,Q3,9,September,Sep,39,28,0,28A8,TRUE
20080929,2008-09-29,2008,3,Q3,9,September,Sep,40,29,1,29A8,FALSE
20080930,2008-09-30,2008,3,Q3,9,September,Sep,40,30,2,30A8,FALSE
20081001,2008-10-01,2008,4,Q4,10,October,Oct,40,1,3,1A8,FALSE
20081002,2008-10-02,2008,4,Q4,10,October,Oct,40,2,4,2A8,FALSE
20081003,2008-10-03,2008,4,Q4,10,October,Oct,40,3,5,3A8,FALSE
20081004,2008-10-04,2008,4,Q4,10,October,Oct,40,4,6,4A8,TRUE
20081005,2008-10-05,2008,4,Q4,10,October,Oct,40,5,0,5A8,TRUE
20081006,2008-10-06,2008,4,Q4,10,October,Oct,41,6,1,6A8,FALSE
20081007,2008-10-07,2008,4,Q4,10,October,Oct,41,7,2,7A8,FALSE
20081008,2008-10-08,2008,4,Q4,10,October,Oct,41,8,3,8A8,FALSE
20081009,2008-10-09,2008,4,Q4,10,October,Oct,41,9,4,9A8,FALSE
20081010,2008-10-10,2008,4,Q4,10,October,Oct,41,10,5,10A8,FALSE
20081011,2008-10-11,2008,4,Q4,10,October,Oct,41,11,6,11A8,TRUE
